rowid,code,FY,land_value,inf_new,edu_new,wel_new,env_new,ind_new,fir_new,gen_new
2076,34203,2010,46000,21929,8782,1042,460,3336,153,2614
2077,34203,2011,44000,21936,8564,977,433,3197,154,2613
2078,34203,2012,42200,21909,8343,914,388,3060,169,2535
2079,34203,2013,40500,22032,8612,863,358,2885,172,2497
2080,34203,2014,39000,21856,8892,824,332,2754,170,2379
2081,34204,2010,42415,116257,40210,7502,7194,23490,2288,22074
2082,34204,2011,40531.25,115712,40863,7246,6905,22539,2289,21336
2083,34204,2012,38681.25,114758,44484,7421,6934,21646,2259,20592
2084,34204,2013,37037.5,113862,45958,7796,7108,20795,2249,19868
2085,34204,2014,35631.25,113222,46584,7562,6892,20223,2432,19799
2086,34207,2010,48155.882352941175,275900,134200,16800,33400,24800,2500,28300
2087,34207,2011,46973.529411764706,276200,134300,16500,32700,24000,2500,27800
2088,34207,2012,46038.23529411765,275200,133500,15600,32800,23000,2400,27200
2089,34207,2013,45267.64705882353,274300,132600,15100,31500,22200,2400,30500
2090,34207,2014,44550,272800,131600,14900,29800,21400,2400,30400
2091,34208,2010,28316.666666666668,39424,19225,5036,7224,6608,849,4580
2092,34208,2011,26725,39655,19548,4865,7114,6161,770,4542
2093,34208,2012,25383.333333333332,40064,20154,4653,6881,5770,690,4428
2094,34208,2013,24258.333333333332,40266,20144,4462,6780,5358,615,4773
2095,34208,2014,23266.666666666668,40612,19918,4237,7687,4978,613,4729
2096,34209,2010,9938,76340,36896,7888,5001,22868,1130,16371
2097,34209,2011,9608,77245,36423,7624,5871,22188,1091,15776
2098,34209,2012,9418,77665,36930,7223,5796,20733,1035,15879
2099,34209,2013,9256,78452,38788,6834,6353,19702,1002,16223
2100,34209,2014,9072,78692,41207,6448,6664,19039,967,17702
2101,34211,2010,60600,25084,11748,2507,3410,2127,1231,4932
2102,34211,2011,56400,25780,11934,2371,3239,2025,1182,4804
2103,34211,2012,53500,26056,15425,2322,3040,1950,1142,4677
2104,34211,2013,51540,27245,14829,2189,2874,1854,1139,4670
2105,34211,2014,50340,27885,14500,2095,2743,1806,1235,4542
2106,34212,2010,34616,90887,69267,4857,2843,27923,4342,12136
2107,34212,2011,33781,94503,60908,4585,2715,27677,6761,15997
2108,34212,2012,33054.5,96685,58504,4360,2633,26755,6517,17901
2109,34212,2013,32549,97931,57835,4492,2468,25928,6807,20267
2110,34212,2014,32162,99735,58205,4416,2383,25740,6965,20343
2111,34214,2010,9225,36858,23858,4392,3094,17656,979,11219
2112,34214,2011,8987.5,36161,23728,4286,2917,16478,1142,11535
2113,34214,2012,8702.5,35340,23487,4049,2748,15455,1288,16111
2114,34214,2013,8435,34771,23136,3989,2600,14463,1290,17453
2115,34214,2014,8312.5,34297,22509,3838,2441,13310,1679,16901
2116,35201,2010,31663.414634146342,216975,110741,5049,24748,52337,1999,15358
2117,35201,2011,30403.658536585364,214883,111132,5412,23626,51406,2698,15300
2118,35201,2012,29362.19512195122,214776,107381,5563,22491,50067,3549,15164
2119,35201,2013,28696.341463414636,215544.66666666666,109751.33333333333,5341.333333333333,23621.666666666668,51270,2748.6666666666665,15274
2120,35201,2014,28226.829268292684,215544.66666666666,109751.33333333333,5341.333333333333,23621.666666666668,51270,2748.6666666666665,15274
2121,35202,2010,26089.583333333332,126142,48058,2518,12939,14349,1842,3547
2122,35202,2011,25012.5,125024,48154,2367,12065,14204,1868,3415
2123,35202,2012,24083.333333333332,123956,49052,2222,11111,13704,1803,3434
2124,35202,2013,23518.75,123546,49424,2153,10211,14764,1736,3555
2125,35202,2014,23133.333333333332,123637,50614,2139,9304,14254,1709,3436
2126,35203,2010,29307.41935483871,114585,78733,5720,17298,25566,4838,17605
2127,35203,2011,28138.064516129034,116047,79771,5571,16445,24456,4867,18499
2128,35203,2012,27182.90322580645,118417,80667,5672,15639,23434,5860,20574
2129,35203,2013,26604.1935483871,121330,81425,5785,15094,22674,5642,20804
2130,35203,2014,26266.451612903227,123128,81899,6225,14761,22346,5841,21015
2131,35204,2010,17675,61369,37586,5499,6835,37993,1986,9246
2132,35204,2011,16778.125,61590,37340,5269,6494,36368,1946,9019
2133,35204,2012,15934.375,61553,37391,5038,6184,35119,2899,8767
2134,35204,2013,15071.875,60685,38340,4811,6429,33907,2881,8758
2135,35204,2014,14284.375,60065,38791,4786,6016,32257,2778,8680
2136,35206,2010,30876.923076923078,79588,36606,1114,11513,14854,2523,6242
2137,35206,2011,28815.384615384617,77682,36351,1354,11409,14474,2502,6141
2138,35206,2012,27269.23076923077,76807,36109,1399,16811,14111,2740,6049
2139,35206,2013,26338.46153846154,75700,36381,1377,19580,13897,2669,5946
2140,35206,2014,25792.30769230769,77444.25,36361.75,1311,14828.25,14334,2608.5,6094.5
2141,35207,2010,46380,40254,14338,1789,1374,4926,570,2701
2142,35207,2011,44690,40627,15772,1774,1305,4821,549,2686
2143,35207,2012,43440,40528,15791,1872,1232,4711,725,2913
2144,35207,2013,42540,40479,15980,2338,1171,4598,937,3061
2145,35207,2014,41980,40608,17107,2289,1115,4533,2070,3243
2146,35208,2010,35603.22580645161,111757,50491,4086,16084,31090,2557,25215
2147,35208,2011,34702.58064516129,111150,50196,4014,15118,29741,2550,25865
2148,35208,2012,33935.8064516129,109522,49952,3893,14284,28448,3059,25737
2149,35208,2013,33430.32258064516,108514,49829,3676,13464,27164,4162,26253
2150,35208,2014,33060.967741935485,108182,50000,3446,13256,25832,6009,25455
2151,35210,2010,29772.727272727272,32483,12921,2327,2372,10024,351,2640
2152,35210,2011,28609.090909090908,32082,12977,2404,2206,10069,357,2571
2153,35210,2012,27645.454545454544,31456,12976,2578,2042,9986,364,2502
2154,35210,2013,26918.18181818182,31371,13282,2422,1879,10279,488,2441
2155,35210,2014,26345.454545454544,30827,14114,2325,1738,10031,677,2484
2156,35211,2010,17685.714285714286,28178,15103,2373,2534,33512,567,7603
2157,35211,2011,16492.85714285714,28013,16508,2278,2526,32090,590,6989
2158,35211,2012,15435.714285714286,27469,16510,2161,2492,30514,1269,6884
2159,35211,2013,14392.857142857143,27313,16464,2065,2961,28973,1327,6639
2160,35211,2014,13428.57142857143,27206,17380,2004,3226,27516,1356,6622
2161,35212,2010,32428.571428571428,28607,14237,1084,2142,17879,981,5816
2162,35212,2011,31042.85714285714,29036,14170,1062,2034,17721,1012,5326
2163,35212,2012,29885.714285714286,29622,14352,1208,2152,17923,1153,5317
2164,35212,2013,28985.714285714286,30191,14537,1201,2613,17875,1275,5283
2165,35212,2014,28271.428571428572,30908,14844,1327,2525,17806,1399,5276
2166,35215,2010,35968.07692307692,109487,51006,3673,15120,26644,3573,14966
2167,35215,2011,34725.38461538462,109933,58011,3475,14571,25874,3445,14216
2168,35215,2012,33801.92307692308,112053,61769,3304,14121,24980,4224,14342
2169,35215,2013,33259.61538461538,112934,63822,3116,13690,24938,4551,14015
2170,35215,2014,32896.153846153844,114669,68249,3002,13174,24174,4803,13840
2171,35216,2010,21388.88888888889,43156,19492,1868,2355,10872,2178,3231
2172,35216,2011,20455.555555555555,44429,21188,1962,2645,11173,2339,3348
2173,35216,2012,19622.222222222223,42796,20282,1747,2565,10252,2545,3143
2174,35216,2013,18977.777777777777,42016,19813,1676,3714,9903,2437,3257
2175,35216,2014,18511.11111111111,41129,19321,1586,6856,9508,2348,3766
2176,36201,2010,86347.36842105263,165280,54273,8919,11521,13190,3894,15876
2177,36201,2011,80010.52631578948,163537,54240,8662,10786,12750,3833,15628
2178,36201,2012,76694.73684210527,161924,54032,8651,10139,12269,3834,15772
2179,36201,2013,75457.8947368421,161274,54138,8419,9545,11862,4020,15792
2180,36201,2014,75010.52631578948,163003.75,54170.75,8662.75,10497.75,12517.75,3895.25,15767
2181,36202,2010,39166.666666666664,34830,26586,958,13501,8378,720,3485
2182,36202,2011,35733.333333333336,34107,27114,1031,12882,8064,1057,3572
2183,36202,2012,34250,33285,27176,976,12188,7738,1209,3934
2184,36202,2013,33483.333333333336,32687,28131,974,11500,7401,1444,3893
2185,36202,2014,33133.333333333336,33727.25,27251.75,984.75,12517.75,7895.25,1107.5,3721
2186,36203,2010,34575,20633,6925,1108,6462,1068,159,818
2187,36203,2011,31525,20211,7226,1076,6242,968,166,944
2188,36203,2012,29650,19920,7581,1055,6047,885,256,748
2189,36203,2013,28450,19571,7788,1041,5806,798,615,742
2190,36203,2014,27550,19256,7926,1176,5630,714,686,924
2191,36204,2010,29980,61770,31978,5146,12151,12894,3263,5922
2192,36204,2011,27790,61590,32330,4997,11840,12386,3267,5791
2193,36204,2012,26600,61035,33309,5009,14686,11823,3891,5798
2194,36204,2013,25870,60315,34414,4912,19405,11287,4804,6317
2195,36204,2014,25410,60360,34690,4702,18393,10808,5082,9639
2196,36206,2010,13980,42851,13836,2445,1558,11983,638,7855
2197,36206,2011,13340,43127,14095,2324,1480,11265,665,7605
2198,36206,2012,12820,43105,14689,2313,1401,10506,700,7716
2199,36206,2013,12500,43231,15849,2425,1326,9915,683,8531
2200,36206,2014,12250,43078.5,14617.25,2376.75,1441.25,10917.25,671.5,7926.75
2201,36207,2010,20033.333333333332,34479,15091,4062,894,20673,730,5468
2202,36207,2011,18683.333333333332,34382,14830,4533,834,19808,777,5345
2203,36207,2012,17703.333333333332,34579,14583,4459,779,18848,761,5446
2204,36207,2013,17051.666666666668,34811,14962,4383,732,17986,837,6874
2205,36207,2014,16520,34562.75,14866.5,4359.25,809.75,19328.75,776.25,5783.25
2206,36208,2010,19710,47584,17554,2451,1637,46446,599,12507
2207,36208,2011,18475,47858,18417,2400,1577,44687,586,12321
2208,36208,2012,17660,47861,19072,2389,1468,42573,583,12188
2209,36208,2013,17095,48156,18898,2252,1358,40936,601,12176
2210,36208,2014,16611,48144,19481,2210,1258,39254,644,11592
2211,37202,2010,39345.454545454544,78052,41425,5757,3770,10236,4564,16323
2212,37202,2011,37600,77390,43409,7157,3615,9722,4617,16365
2213,37202,2012,36227.27272727273,76797,45746,7371,3470,9272,5267,16149
2214,37202,2013,35200,76625,48354,7216,3368,8972,5316,15101
2215,37202,2014,34500,76345,55580,8018,3227,8538,5251,14751
2216,37203,2010,32660,59126,12687,764,2740,2581,852,2260
2217,37203,2011,30960,58954,14365,726,2625,2522,906,2195
2218,37203,2012,29560,58955,14363,690,2507,2523,1150,2139
2219,37203,2013,28480,58975,14473,659,2411,2485,1072,2083
2220,37203,2014,27700,59002.5,13972,709.75,2570.75,2527.75,995,2169.25
2221,37205,2010,25633.333333333332,48041,21993,1009,4652,11893,562,4673
2222,37205,2011,24700,47716,22960,962,4385,11533,555,4579
2223,37205,2012,23883.333333333332,43697,24217,1275,4144,11089,531,4511
2224,37205,2013,23233.333333333332,43751,26408,1921,3890,10795,612,4772
2225,37205,2014,22733.333333333332,45801.25,23894.5,1291.75,4267.75,11327.5,565,4633.75
2226,37206,2010,30500,38211,23774,3634,3307,17145,662,9970
2227,37206,2011,28533.333333333332,36062,23239,3229,2900,15653,581,10335
2228,37206,2012,27050,35646,25252,3077,2733,14457,533,9927
2229,37206,2013,25966.666666666668,34909,25339,2862,2478,13392,495,9605
2230,37206,2014,25300,34037,26740,2696,2281,12223,412,9150
2231,37207,2010,25533.333333333332,26650,13108,2518,1856,12346,463,9477
2232,37207,2011,24133.333333333332,26254,13423,2440,1782,11931,445,9785
2233,37207,2012,22866.666666666668,25880,15579,2338,1847,12257,445,9997
2234,37207,2013,21866.666666666668,25773,15777,2388,1776,12010,442,10077
2235,37207,2014,21133.333333333332,25416,15598,2571,1652,11628,518,11053
2236,38201,2010,85152.83018867925,371308,143198,10172,30055,54001,8752,27721
2237,38201,2011,83462.2641509434,371278,142180,9644,37326,52867,8555,27249
2238,38201,2012,81998.11320754717,369739,141459,9084,43672,51532,8834,26401
2239,38201,2013,80737.7358490566,368869,141777,8657,42370,50063,9283,26946
2240,38201,2014,79660.37735849057,367865,142279,8758,40068,48843,9695,26963
2241,38202,2010,30822.5,216393,54856,11510,13656,51584,5525,23765
2242,38202,2011,29700,214480,54508,10885,13062,49997,5850,22588
2243,38202,2012,28747.5,213389,56122,10301,12626,48192,6531,23084
2244,38202,2013,27957.5,211997,59081,10053,12821,46827,7605,22672
2245,38202,2014,27265,214064.75,56141.75,10687.25,13041.25,49150,6377.75,23027.25
2246,38203,2010,41833.333333333336,62659,34309,5120,6562,48759,988,14709
2247,38203,2011,40333.333333333336,61805,33650,4931,6268,47795,991,14308
2248,38203,2012,38853.333333333336,60653,33659,4822,5909,46868,1044,13796
2249,38203,2013,37466.666666666664,61861,35578,4647,5636,45727,1115,13657
2250,38203,2014,36126.666666666664,63329,35676,4473,5398,44737,1222,13346
2251,38204,2010,56916.666666666664,34723,19951,2560,5349,9856,342,5642
2252,38204,2011,54300,33775,20808,2492,4947,9645,336,5481
2253,38204,2012,51283.333333333336,32830,20246,2419,4572,11417,379,5604
2254,38204,2013,48533.333333333336,31925,19743,2332,4205,11168,533,5484
2255,38204,2014,46066.666666666664,33313.25,20187,2450.75,4768.25,10521.5,397.5,5552.75
2256,38205,2010,38014.28571428572,85644,26681,5413,17594,12880,2415,6173
2257,38205,2011,36821.42857142857,85684,26509,5383,16777,12989,2313,5981
2258,38205,2012,36003.57142857143,85410,28529,5679,16103,12546,2321,6040
2259,38205,2013,35314.28571428572,85844,29990,5519,15565,11884,2242,5892
2260,38205,2014,34703.57142857143,85503,32518,5284,14936,11323,2828,5755
2261,38206,2010,34922.22222222222,91275,32680,8287,7271,11984,2395,9322
2262,38206,2011,33555.555555555555,91772,32051,7828,8044,11701,2339,8831
2263,38206,2012,32677.777777777777,92034,31564,7387,7690,11630,2541,9698
2264,38206,2013,31983.333333333332,93060,31068,6950,7385,11522,2925,11437
2265,38206,2014,31394.444444444445,93839,31478,6580,7043,11495,3696,11624
2266,38207,2010,31810,60956,19356,7444,2597,18846,731,7567
2267,38207,2011,30570,60672,20153,7101,2755,17857,709,7256
2268,38207,2012,29345,59880,21949,6767,2701,16898,972,7114
2269,38207,2013,28090,59081,22000,6482,2642,16090,1275,6976
2270,38207,2014,26935,58174,21843,6377,2567,15278,1219,7471
2271,38210,2010,33540,39520,12202,2789,427,16971,1120,5308
2272,38210,2011,32100,39520,12202,2789,427,16971,1120,5308
2273,38210,2012,30780,39520,12202,2789,427,16971,1120,5308
2274,38210,2013,29580,39520,12202,2789,427,16971,1120,5308
2275,38210,2014,28435,39520,12202,2789,427,16971,1120,5308
2276,38213,2010,45162.5,76613,32373,4592,10970,14247,1606,9181
2277,38213,2011,43700,76996,33448,4322,10406,13619,1576,8998
2278,38213,2012,42337.5,77055,34598,4114,9910,13035,1589,9857
2279,38213,2013,41337.5,77325,35405,3905,9572,12464,3267,9814
2280,38213,2014,40500,78599,36134,3750,9281,12294,5667,10461
2281,38214,2010,17852,43742,19031,7478,3541,36410,1677,14053
2282,38214,2011,17256.666666666668,43290,18852,6964,3349,35259,1650,14085
2283,38214,2012,16674,42713,18800,6416,3121,33984,1695,13660
2284,38214,2013,16133.333333333334,43248.333333333336,18894.333333333332,6952.666666666667,3337,35217.666666666664,1674,13932.666666666666
2285,38214,2014,15624.666666666666,43248.333333333336,18894.333333333332,6952.666666666667,3337,35217.666666666664,1674,13932.666666666666
2286,38215,2010,50414.28571428572,28484,12609,1806,1401,4675,917,5598
2287,38215,2011,48700,28062,13782,1740,1345,4370,872,5483
2288,38215,2012,47028.57142857143,27699,13620,1659,1293,4064,1056,5402
2289,38215,2013,45428.57142857143,27560,13737,1592,1230,3790,1455,5284
2290,38215,2014,43785.71428571428,27463,13820,1657,1176,3515,1889,5258
2291,39201,2010,84623.33333333333,382922,129280,14599,43323,19782,6342,11789
2292,39201,2011,77923.33333333333,375900,128676,14004,41739,18781,6195,11564
2293,39201,2012,74555,369437,133053,13716,39872,17995,6834,11333
2294,39201,2013,72768.33333333333,363684,132480,13240,38652,17175,7835,11151
2295,39201,2014,71561.66666666667,357343,135264,13436,37653,16367,9431,11222
2296,39202,2010,16920,17287,6707.5,1171,1371,8326.5,762,5628.5
2297,39202,2011,15360,17412,6715,1159,1428,8517,724,5700
2298,39202,2012,14580,17162,6700,1183,1314,8136,800,5557
2299,39202,2013,14080,17287,6707.5,1171,1371,8326.5,762,5628.5
2300,39202,2014,13760,17287,6707.5,1171,1371,8326.5,762,5628.5
2301,39203,2010,33420,35215,6063,2050,3957,13422,224,3034
2302,39203,2011,30500,35368,5952,2024,3700,13033,303,3346
2303,39203,2012,29540,34856,5880,1920,3474,12675,1273,3315
2304,39203,2013,28860,34586,5834,1821,3221,12416,1296,3829
2305,39203,2014,28240,35006.25,5932.25,1953.75,3588,12886.5,774,3381
2306,39204,2010,56557.142857142855,45431,18424,7600,4692,5909,1602,3743
2307,39204,2011,52357.142857142855,45859,18222,7470,4392,5742,1825,3676
2308,39204,2012,50185.71428571428,46012,17795,7343,4168,5528,2637,3661
2309,39204,2013,48914.28571428572,45767.333333333336,18147,7471,4417.333333333333,5726.333333333333,2021.3333333333333,3693.3333333333335
2310,39204,2014,48071.42857142857,45767.333333333336,18147,7471,4417.333333333333,5726.333333333333,2021.3333333333333,3693.3333333333335
2311,39208,2010,18500,22830,6741,1247,1808,7555,253,3124
2312,39208,2011,16980,22573,6591,1208,1686,7210,273,3220
2313,39208,2012,16100,22701.5,6666,1227.5,1747,7382.5,263,3172
2314,39208,2013,15680,22701.5,6666,1227.5,1747,7382.5,263,3172
2315,39208,2014,15410,22701.5,6666,1227.5,1747,7382.5,263,3172
2316,39209,2010,19500,12558.25,6595.25,1118,1419.5,10671.75,972.25,1284.5
2317,39209,2011,17900,12550,5143,979,1599,11553,527,1209
2318,39209,2012,17180,12544,7224,917,1464,10939,881,1158
2319,39209,2013,16780,12682,7089,1013,1356,10362,957,1135
2320,39209,2014,16440,12457,6925,1563,1259,9833,1524,1636
2321,39212,2010,31590,23659,10064,3373,496,16869,525,6128
2322,39212,2011,30470,23574,10047,3250,454,16310,523,6601
2323,39212,2012,30350,23165,10320,3107,402,15623,631,6453
2324,39212,2013,30516,23466,10143.666666666666,3243.3333333333335,450.6666666666667,16267.333333333334,559.6666666666666,6394
2325,39212,2014,30570,23466,10143.666666666666,3243.3333333333335,450.6666666666667,16267.333333333334,559.6666666666666,6394
2326,40100,2010,57101.2987012987,1956873,300869,56625,73648,92419,25376,100817
2327,40100,2011,55753.246753246756,1965675,301514,55171,69640,91407,25315,98751
2328,40100,2012,54894.805194805194,1972771,307548,53552,67491,89597,25381,97109
2329,40100,2013,54290.90909090909,1975474,306945,51205,66314,87975,25995,94530
2330,40100,2014,53980.51948051948,1967698.25,304219,54138.25,69273.25,90349.5,25516.75,97801.75
2331,40130,2010,101744.21052631579,2286509,511142,47196,124621,77672,29190,57905
2332,40130,2011,101952.63157894737,2301916,511635,48403,119055,75140,28958,56970
2333,40130,2012,103391.57894736843,2307218,512321,48379,113445,73119,28807,56323
2334,40130,2013,105787.36842105263,2323674,514386,48571,108469,71591,29396,55533
2335,40130,2014,108774.73684210527,2326578,522665,47659,103323,69297,29740,55106
2336,40202,2010,28811.11111111111,59065,27680,540,11250,5636,1107,5166
2337,40202,2011,27894.444444444445,58186,27277,506,10595,5690,1151,5309
2338,40202,2012,27083.333333333332,57075,27257,476,9987,5685,1663,5171
2339,40202,2013,26450,58108.666666666664,27404.666666666668,507.3333333333333,10610.666666666666,5670.333333333333,1307,5215.333333333333
2340,40202,2014,25911.11111111111,58108.666666666664,27404.666666666668,507.3333333333333,10610.666666666666,5670.333333333333,1307,5215.333333333333
2341,40203,2011,39303.030303030304,216035.5,96231,5496,15447.5,19613.5,4733,24795
2342,40203,2012,38496.969696969696,216035.5,96231,5496,15447.5,19613.5,4733,24795
2344,40203,2013,38478.78787878788,217346,98517,5474,15228,19291,4704,24499
2345,40203,2014,38696.969696969696,216035.5,96231,5496,15447.5,19613.5,4733,24795
2346,40204,2010,20433.333333333332,37346,11824,446,4495,5818,903,2752
2347,40204,2011,19883.333333333332,37967,11718,421,4389,5659,858,2682
2348,40204,2012,19483.333333333332,37832,11781,401,4177,5528,839,2728
2349,40204,2013,19216.666666666668,38044,11746,399,4098,5709,884,2651
2350,40204,2014,19033.333333333332,37797.25,11767.25,416.75,4289.75,5678.5,871,2703.25
2351,40205,2010,22545,70448,34219,5493,12432,10076,1758,19319
2352,40205,2011,21820,69326,35377,5295,11889,9705,1677,18902
2353,40205,2012,21200,68841,39013,5163,11910,9613,1590,18377
2354,40205,2013,20650,70171,41215,4968,11862,9472,1546,18347
2355,40205,2014,20180,71012,43878,4887,11701,9383,1605,19247
2356,40207,2010,24911.11111111111,39353,25331,3031,3790,16652,1220,5206
2357,40207,2011,24288.88888888889,40188,24892,2991,3683,15964,1240,5119
2358,40207,2012,23711.11111111111,40952,25206,2819,3570,15314,1389,4982
2359,40207,2013,23200,42446,27166,2673,3445,14771,1425,4856
2360,40207,2014,22822.222222222223,44079,27846,2572,3345,14507,1457,4828
2361,40210,2010,13095.263157894737,61080,33130,3529,3171,24805,796,11086
2362,40210,2011,12631.578947368422,61187,32926,3311,3020,24559,808,10739
2363,40210,2012,12167.368421052632,61133.5,33028,3420,3095.5,24682,802,10912.5
2364,40210,2013,11790,61133.5,33028,3420,3095.5,24682,802,10912.5
2365,40210,2014,11423.684210526315,61133.5,33028,3420,3095.5,24682,802,10912.5
2366,40211,2010,32580,26427,14709,488,476,2219,405,1137
2367,40211,2011,32100,25950,14508,486,445,1923,399,1119
2368,40211,2012,32100,25848,14175,492,444,1859,415,1123
2369,40211,2013,32460,26093,13844,568,428,1829,393,1238
2370,40211,2014,32920,26079.5,14309,508.5,448.25,1957.5,403,1154.25
2371,40214,2010,18350,22159,9777,874,819,4331,170,2252
2372,40214,2011,18025,22351,9559,823,862,4249,184,2019
2373,40214,2012,17850,22519,9463,772,848,4193,447,1946
2374,40214,2013,17675,22617,9352,721,841,4268,423,1948
2375,40214,2014,17550,22411.5,9537.75,797.5,842.5,4260.25,306,2041.25
2376,40215,2010,28833.333333333332,24703,12306,4085,305,1847,992,1735
2377,40215,2011,28283.333333333332,24721,12377,3977,276,1816,979,1806
2378,40215,2012,27850,24611,12219,3860,251,1889,1010,1536
2379,40215,2013,27383.333333333332,24678.333333333332,12300.666666666666,3974,277.3333333333333,1850.6666666666667,993.6666666666666,1692.3333333333333
2380,40215,2014,27066.666666666668,24678.333333333332,12300.666666666666,3974,277.3333333333333,1850.6666666666667,993.6666666666666,1692.3333333333333
2381,40216,2010,44883.333333333336,33690,31540,546,4482,546,308,3637
2382,40216,2011,43450,33829,27352,526,4289,514,297,3524
2383,40216,2012,42433.333333333336,33559,27258,509,4062,466,281,3422
2384,40216,2013,42100,33394,26034,479,4164,444,289,2870
2385,40216,2014,42366.666666666664,33450,26180,454,3965,415,406,2855
2386,40217,2010,51910,62285,39436,5931,344,3421,512,8116
2387,40217,2011,51500,62007,40295,5754,328,3344,528,8121
2388,40217,2012,51400,62281,41131,5543,325,3248,539,8068
2389,40217,2013,51840,63065,40588,5343,336,3166,579,8543
2390,40217,2014,52580,63361,40806,5359,357,3110,579,8488
2391,40221,2010,54120,49202,42792,1206,774,3158,397,5810
2392,40221,2011,53610,48678,43201,1186,724,3131,380,5714
2393,40221,2012,53410,48227,43901,1162,668,3103,379,5794
2394,40221,2013,53500,48062,44452,1351,618,3538,450,5971
2395,40221,2014,53750,47477,47013,2055,563,3095,415,6190
2396,40223,2010,47450,30868,18676,1370,2682,3112,257,3524
2397,40223,2011,46183.333333333336,30720,18739,1471,2576,2944,261,3439
2398,40223,2012,45550,30548,18473,1476,2457,2866,288,3360
2399,40223,2013,45450,30399,18682,1525,2370,2784,285,3312
2400,40223,2014,45566.666666666664,30350,19085,1555,2285,2679,282,3378
2401,40224,2010,34700,31531,14137,3660,516,5819,462,3766
2402,40224,2011,33640,32009,14203,3632,473,5610,430,3601
2403,40224,2012,32980,31770,14170,3646,494.5,5714.5,446,3683.5
2404,40224,2013,32710,31770,14170,3646,494.5,5714.5,446,3683.5
2405,40224,2014,32690,31770,14170,3646,494.5,5714.5,446,3683.5
2406,40229,2010,16638.88888888889,20857,18459,1063,3478,6925,704,4613
2407,40229,2011,16182.222222222223,21351,18045,987,3279,6654,835,5021
2408,40229,2012,15760,22436,17684,984,3258,6304,932,5230
2409,40229,2013,15372.222222222223,22551,17703,991,3018,5969,1562,5094
2410,40229,2014,14988.888888888889,22583,17602,916,2819,5739,2385,4968
2411,41203,2010,42175,50489,21164,3257,2003,2569,213,5042
2412,41203,2011,41212.5,50428,20430,3140,1901,2449,219,4822
2413,41203,2012,40550,49667,20213,3022,1811,2606,201,4635
2414,41203,2013,40187.5,50089,18517,2887,1694,2475,217,5348
2415,41203,2014,39975,49547,19005,1917,1627,2243,220,6375
2416,41204,2010,14095,26959,10271,446,1731,4110,964,1783
2417,41204,2011,13525,26698,10724,424,1665,3890,917,1728
2418,41204,2012,12985,26440,13755,502,1601,3818,865,1621
2419,41204,2013,12375,26297,13403,456,1562,3764,842,1626
2420,41204,2014,11850,25840,13199,417,1491,3914,875,1591
2421,41207,2010,22850,17545.333333333332,10967.666666666666,275.3333333333333,47.333333333333336,6233,303.6666666666667,1604.6666666666667
2422,41207,2011,21800,16198,9917,237,44,6063,219,1370
2423,41207,2012,20925,18243,11482,300,51,6431,338,1761
2424,41207,2013,20252.5,18195,11504,289,47,6205,354,1683
2425,41207,2014,19750,17545.333333333332,10967.666666666666,275.3333333333333,47.333333333333336,6233,303.6666666666667,1604.6666666666667
2426,41208,2010,21600,19714,21259,4075,650,8685,806,3511
2427,41208,2011,21050,19865,21285,3894,608,8675,730,3586
2428,41208,2012,20300,19789,21960,3684,573,8740,695,5030
2429,41208,2013,19650,19991,23333,3535,533,8955,620,4969
2430,41208,2014,19216.666666666668,20106,23191,3354,507,9443,552,4754
2431,42201,2010,45690.67796610169,340432,187112,12804,29000,57762,11287,61739
2432,42201,2011,44601.35593220339,340619,184604,12125,27412,56951,11476,62922
2433,42201,2012,43892.71186440678,339314,181513,11234,25753,55785,11529,62461
2434,42201,2013,43425.42372881356,340121.6666666667,184409.66666666666,12054.333333333334,27388.333333333332,56832.666666666664,11430.666666666666,62374
2435,42201,2014,43258.30508474576,340121.6666666667,184409.66666666666,12054.333333333334,27388.333333333332,56832.666666666664,11430.666666666666,62374
2436,42202,2010,29303.617021276597,210439,87077,3587,31923,54995,5457,19869
2437,42202,2011,28112.76595744681,208871,87190,3679,30348,53996,6392,19866
2438,42202,2012,27409.14893617021,208622,91475,3526,28506,52263,6497,19460
2439,42202,2013,27029.574468085106,208650,93438,3651,26833,50662,6645,19683
2440,42202,2014,26798.936170212764,207681,94104,3468,25889,48919,6762,19220
2441,42205,2010,31810,64181,30347,1095,3854,14121,813,3159
2442,42205,2011,30630,63974,30728,1054,3978,13865,835,3143
2443,42205,2012,30140,63609,31946,1040,3905,13675,866,3086
2444,42205,2013,30080,64711,32579,1225,3996,13504,904,3050
2445,42205,2014,30130,65497,32518,1169,3953,13314,923,3129
2446,42207,2010,12640,42263,20552.75,1086,2788.75,34078,2448.5,4964
2447,42207,2011,11919,41987,19858,1206,2973,35393,1597,5160
2448,42207,2012,11374,42121,20545,1112,2902,34328,2172,4951
2449,42207,2013,10970,42500,20543,1053,2771,33600,2146,4781
2450,42207,2014,10662,42444,21265,973,2509,32991,3879,4964
2451,42208,2010,11525,33481,15810,1240,2349,25911,909,2862
2452,42208,2011,10987.5,33481,15810,1240,2349,25911,909,2862
2453,42208,2012,10556.25,33481,15810,1240,2349,25911,909,2862
2454,42208,2013,10193.75,33481,15810,1240,2349,25911,909,2862
2455,42208,2014,9860,33481,15810,1240,2349,25911,909,2862
2456,42209,2010,15593.333333333334,67391,29967,4423,13642,99828,1637,15811
